rank	form	normalized_form	combined_count	source_count	source_counts_json
7880	versprechen	versprechen	448	3	{"deu_news_2024_1M_words.txt":242,"deu_wikipedia_2021_1M_words.txt":39,"deu-de_web_2021_1M_words.txt":167}
7881	Zusammenstoß	zusammenstoß	448	3	{"deu_news_2024_1M_words.txt":373,"deu_wikipedia_2021_1M_words.txt":47,"deu-de_web_2021_1M_words.txt":28}
7882	auslösen	auslösen	447	3	{"deu_news_2024_1M_words.txt":172,"deu_wikipedia_2021_1M_words.txt":82,"deu-de_web_2021_1M_words.txt":193}
7883	Beratungsstellen	beratungsstellen	447	3	{"deu_news_2024_1M_words.txt":49,"deu_wikipedia_2021_1M_words.txt":22,"deu-de_web_2021_1M_words.txt":376}
7884	bestehe	bestehe	447	3	{"deu_news_2024_1M_words.txt":295,"deu_wikipedia_2021_1M_words.txt":92,"deu-de_web_2021_1M_words.txt":60}
7885	Fachwissen	fachwissen	447	3	{"deu_news_2024_1M_words.txt":62,"deu_wikipedia_2021_1M_words.txt":30,"deu-de_web_2021_1M_words.txt":355}
7886	Inszenierung	inszenierung	447	3	{"deu_news_2024_1M_words.txt":178,"deu_wikipedia_2021_1M_words.txt":176,"deu-de_web_2021_1M_words.txt":93}
7887	Michel	michel	447	3	{"deu_news_2024_1M_words.txt":189,"deu_wikipedia_2021_1M_words.txt":205,"deu-de_web_2021_1M_words.txt":53}
7888	montiert	montiert	447	3	{"deu_news_2024_1M_words.txt":130,"deu_wikipedia_2021_1M_words.txt":242,"deu-de_web_2021_1M_words.txt":75}
7889	Oberseite	oberseite	447	3	{"deu_news_2024_1M_words.txt":29,"deu_wikipedia_2021_1M_words.txt":378,"deu-de_web_2021_1M_words.txt":40}
7890	organisatorischen	organisatorischen	447	3	{"deu_news_2024_1M_words.txt":57,"deu_wikipedia_2021_1M_words.txt":79,"deu-de_web_2021_1M_words.txt":311}
7891	schmalen	schmalen	447	3	{"deu_news_2024_1M_words.txt":75,"deu_wikipedia_2021_1M_words.txt":315,"deu-de_web_2021_1M_words.txt":57}
7892	Sektion	sektion	447	3	{"deu_news_2024_1M_words.txt":46,"deu_wikipedia_2021_1M_words.txt":302,"deu-de_web_2021_1M_words.txt":99}
7893	stillgelegt	stillgelegt	447	3	{"deu_news_2024_1M_words.txt":53,"deu_wikipedia_2021_1M_words.txt":378,"deu-de_web_2021_1M_words.txt":16}
7894	unterrichtete	unterrichtete	447	3	{"deu_news_2024_1M_words.txt":16,"deu_wikipedia_2021_1M_words.txt":398,"deu-de_web_2021_1M_words.txt":33}
7895	verwirklichen	verwirklichen	447	3	{"deu_news_2024_1M_words.txt":88,"deu_wikipedia_2021_1M_words.txt":122,"deu-de_web_2021_1M_words.txt":237}
7896	Vincent	vincent	447	3	{"deu_news_2024_1M_words.txt":272,"deu_wikipedia_2021_1M_words.txt":129,"deu-de_web_2021_1M_words.txt":46}
7897	Vorgänge	vorgänge	447	3	{"deu_news_2024_1M_words.txt":90,"deu_wikipedia_2021_1M_words.txt":191,"deu-de_web_2021_1M_words.txt":166}
7898	Zähler	zähler	447	3	{"deu_news_2024_1M_words.txt":326,"deu_wikipedia_2021_1M_words.txt":55,"deu-de_web_2021_1M_words.txt":66}
7899	Balance	balance	446	3	{"deu_news_2024_1M_words.txt":183,"deu_wikipedia_2021_1M_words.txt":73,"deu-de_web_2021_1M_words.txt":190}
7900	Domain	domain	446	3	{"deu_news_2024_1M_words.txt":13,"deu_wikipedia_2021_1M_words.txt":34,"deu-de_web_2021_1M_words.txt":399}
7901	erschließen	erschließen	446	3	{"deu_news_2024_1M_words.txt":54,"deu_wikipedia_2021_1M_words.txt":117,"deu-de_web_2021_1M_words.txt":275}
7902	Florida	florida	446	3	{"deu_news_2024_1M_words.txt":245,"deu_wikipedia_2021_1M_words.txt":180,"deu-de_web_2021_1M_words.txt":21}
7903	freilich	freilich	446	3	{"deu_news_2024_1M_words.txt":318,"deu_wikipedia_2021_1M_words.txt":75,"deu-de_web_2021_1M_words.txt":53}
7904	g	g	446	3	{"deu_news_2024_1M_words.txt":57,"deu_wikipedia_2021_1M_words.txt":248,"deu-de_web_2021_1M_words.txt":141}
7905	Gedächtnis	gedächtnis	446	3	{"deu_news_2024_1M_words.txt":130,"deu_wikipedia_2021_1M_words.txt":170,"deu-de_web_2021_1M_words.txt":146}
7906	gründlich	gründlich	446	3	{"deu_news_2024_1M_words.txt":147,"deu_wikipedia_2021_1M_words.txt":94,"deu-de_web_2021_1M_words.txt":205}
7907	Hammer	hammer	446	3	{"deu_news_2024_1M_words.txt":228,"deu_wikipedia_2021_1M_words.txt":173,"deu-de_web_2021_1M_words.txt":45}
7908	höherer	höherer	446	3	{"deu_news_2024_1M_words.txt":120,"deu_wikipedia_2021_1M_words.txt":171,"deu-de_web_2021_1M_words.txt":155}
7909	Interaktion	interaktion	446	3	{"deu_news_2024_1M_words.txt":77,"deu_wikipedia_2021_1M_words.txt":99,"deu-de_web_2021_1M_words.txt":270}
7910	Kette	kette	446	3	{"deu_news_2024_1M_words.txt":131,"deu_wikipedia_2021_1M_words.txt":248,"deu-de_web_2021_1M_words.txt":67}
7911	vornehmlich	vornehmlich	446	3	{"deu_news_2024_1M_words.txt":70,"deu_wikipedia_2021_1M_words.txt":273,"deu-de_web_2021_1M_words.txt":103}
7912	Zutritt	zutritt	446	3	{"deu_news_2024_1M_words.txt":137,"deu_wikipedia_2021_1M_words.txt":108,"deu-de_web_2021_1M_words.txt":201}
7913	Ansehen	ansehen	445	3	{"deu_news_2024_1M_words.txt":107,"deu_wikipedia_2021_1M_words.txt":238,"deu-de_web_2021_1M_words.txt":100}
7914	anzuwenden	anzuwenden	445	3	{"deu_news_2024_1M_words.txt":40,"deu_wikipedia_2021_1M_words.txt":80,"deu-de_web_2021_1M_words.txt":325}
7915	begleitete	begleitete	445	3	{"deu_news_2024_1M_words.txt":122,"deu_wikipedia_2021_1M_words.txt":230,"deu-de_web_2021_1M_words.txt":93}
7916	Behandlungen	behandlungen	445	3	{"deu_news_2024_1M_words.txt":126,"deu_wikipedia_2021_1M_words.txt":59,"deu-de_web_2021_1M_words.txt":260}
7917	bewirkt	bewirkt	445	3	{"deu_news_2024_1M_words.txt":81,"deu_wikipedia_2021_1M_words.txt":196,"deu-de_web_2021_1M_words.txt":168}
7918	Bundespräsident	bundespräsident	445	3	{"deu_news_2024_1M_words.txt":303,"deu_wikipedia_2021_1M_words.txt":32,"deu-de_web_2021_1M_words.txt":110}
7919	Herrscher	herrscher	445	3	{"deu_news_2024_1M_words.txt":51,"deu_wikipedia_2021_1M_words.txt":352,"deu-de_web_2021_1M_words.txt":42}
7920	Mitteilungen	mitteilungen	445	3	{"deu_news_2024_1M_words.txt":31,"deu_wikipedia_2021_1M_words.txt":213,"deu-de_web_2021_1M_words.txt":201}
7921	modernisiert	modernisiert	445	3	{"deu_news_2024_1M_words.txt":98,"deu_wikipedia_2021_1M_words.txt":256,"deu-de_web_2021_1M_words.txt":91}
7922	Muslime	muslime	445	3	{"deu_news_2024_1M_words.txt":134,"deu_wikipedia_2021_1M_words.txt":166,"deu-de_web_2021_1M_words.txt":145}
7923	Organisatoren	organisatoren	445	3	{"deu_news_2024_1M_words.txt":284,"deu_wikipedia_2021_1M_words.txt":62,"deu-de_web_2021_1M_words.txt":99}
7924	Rechtsprechung	rechtsprechung	445	3	{"deu_news_2024_1M_words.txt":53,"deu_wikipedia_2021_1M_words.txt":166,"deu-de_web_2021_1M_words.txt":226}
7925	Set	set	445	3	{"deu_news_2024_1M_words.txt":213,"deu_wikipedia_2021_1M_words.txt":75,"deu-de_web_2021_1M_words.txt":157}
7926	Territorium	territorium	445	3	{"deu_news_2024_1M_words.txt":151,"deu_wikipedia_2021_1M_words.txt":243,"deu-de_web_2021_1M_words.txt":51}
7927	unternommen	unternommen	445	3	{"deu_news_2024_1M_words.txt":141,"deu_wikipedia_2021_1M_words.txt":178,"deu-de_web_2021_1M_words.txt":126}
7928	Versicherten	versicherten	445	3	{"deu_news_2024_1M_words.txt":98,"deu_wikipedia_2021_1M_words.txt":43,"deu-de_web_2021_1M_words.txt":304}
7929	verzichtete	verzichtete	445	3	{"deu_news_2024_1M_words.txt":92,"deu_wikipedia_2021_1M_words.txt":342,"deu-de_web_2021_1M_words.txt":11}
7930	zertifiziert	zertifiziert	445	3	{"deu_news_2024_1M_words.txt":61,"deu_wikipedia_2021_1M_words.txt":61,"deu-de_web_2021_1M_words.txt":323}
7931	aufgeführten	aufgeführten	444	3	{"deu_news_2024_1M_words.txt":32,"deu_wikipedia_2021_1M_words.txt":109,"deu-de_web_2021_1M_words.txt":303}
7932	Bescheinigung	bescheinigung	444	3	{"deu_news_2024_1M_words.txt":11,"deu_wikipedia_2021_1M_words.txt":16,"deu-de_web_2021_1M_words.txt":417}
7933	Europe	europe	444	3	{"deu_news_2024_1M_words.txt":144,"deu_wikipedia_2021_1M_words.txt":108,"deu-de_web_2021_1M_words.txt":192}
7934	Förderer	förderer	444	3	{"deu_news_2024_1M_words.txt":40,"deu_wikipedia_2021_1M_words.txt":137,"deu-de_web_2021_1M_words.txt":267}
7935	Gabriel	gabriel	444	3	{"deu_news_2024_1M_words.txt":229,"deu_wikipedia_2021_1M_words.txt":177,"deu-de_web_2021_1M_words.txt":38}
7936	galten	galten	444	3	{"deu_news_2024_1M_words.txt":92,"deu_wikipedia_2021_1M_words.txt":302,"deu-de_web_2021_1M_words.txt":50}
7937	Geschenke	geschenke	444	3	{"deu_news_2024_1M_words.txt":209,"deu_wikipedia_2021_1M_words.txt":92,"deu-de_web_2021_1M_words.txt":143}
7938	interessanten	interessanten	444	3	{"deu_news_2024_1M_words.txt":79,"deu_wikipedia_2021_1M_words.txt":42,"deu-de_web_2021_1M_words.txt":323}
7939	Lernens	lernens	444	3	{"deu_news_2024_1M_words.txt":15,"deu_wikipedia_2021_1M_words.txt":36,"deu-de_web_2021_1M_words.txt":393}
7940	Nina	nina	444	3	{"deu_news_2024_1M_words.txt":231,"deu_wikipedia_2021_1M_words.txt":125,"deu-de_web_2021_1M_words.txt":88}
7941	Pistorius	pistorius	444	3	{"deu_news_2024_1M_words.txt":428,"deu_wikipedia_2021_1M_words.txt":11,"deu-de_web_2021_1M_words.txt":5}
7942	Protesten	protesten	444	3	{"deu_news_2024_1M_words.txt":256,"deu_wikipedia_2021_1M_words.txt":152,"deu-de_web_2021_1M_words.txt":36}
7943	Prozesses	prozesses	444	3	{"deu_news_2024_1M_words.txt":162,"deu_wikipedia_2021_1M_words.txt":154,"deu-de_web_2021_1M_words.txt":128}
7944	Recherchen	recherchen	444	3	{"deu_news_2024_1M_words.txt":200,"deu_wikipedia_2021_1M_words.txt":112,"deu-de_web_2021_1M_words.txt":132}
7945	René	rené	444	3	{"deu_news_2024_1M_words.txt":274,"deu_wikipedia_2021_1M_words.txt":112,"deu-de_web_2021_1M_words.txt":58}
7946	Schulter	schulter	444	3	{"deu_news_2024_1M_words.txt":173,"deu_wikipedia_2021_1M_words.txt":152,"deu-de_web_2021_1M_words.txt":119}
7947	still	still	444	3	{"deu_news_2024_1M_words.txt":236,"deu_wikipedia_2021_1M_words.txt":96,"deu-de_web_2021_1M_words.txt":112}
7948	stören	stören	444	3	{"deu_news_2024_1M_words.txt":221,"deu_wikipedia_2021_1M_words.txt":86,"deu-de_web_2021_1M_words.txt":137}
7949	übernahmen	übernahmen	444	3	{"deu_news_2024_1M_words.txt":73,"deu_wikipedia_2021_1M_words.txt":324,"deu-de_web_2021_1M_words.txt":47}
7950	wecken	wecken	444	3	{"deu_news_2024_1M_words.txt":116,"deu_wikipedia_2021_1M_words.txt":67,"deu-de_web_2021_1M_words.txt":261}
7951	Weiteres	weiteres	444	3	{"deu_news_2024_1M_words.txt":153,"deu_wikipedia_2021_1M_words.txt":65,"deu-de_web_2021_1M_words.txt":226}
7952	ansprechen	ansprechen	443	3	{"deu_news_2024_1M_words.txt":140,"deu_wikipedia_2021_1M_words.txt":70,"deu-de_web_2021_1M_words.txt":233}
7953	bunte	bunte	443	3	{"deu_news_2024_1M_words.txt":200,"deu_wikipedia_2021_1M_words.txt":48,"deu-de_web_2021_1M_words.txt":195}
7954	chemischen	chemischen	443	3	{"deu_news_2024_1M_words.txt":54,"deu_wikipedia_2021_1M_words.txt":195,"deu-de_web_2021_1M_words.txt":194}
7955	daheim	daheim	443	3	{"deu_news_2024_1M_words.txt":277,"deu_wikipedia_2021_1M_words.txt":53,"deu-de_web_2021_1M_words.txt":113}
7956	einsetzt	einsetzt	443	3	{"deu_news_2024_1M_words.txt":192,"deu_wikipedia_2021_1M_words.txt":90,"deu-de_web_2021_1M_words.txt":161}
7957	Eisenbahn	eisenbahn	443	3	{"deu_news_2024_1M_words.txt":47,"deu_wikipedia_2021_1M_words.txt":353,"deu-de_web_2021_1M_words.txt":43}
7958	ernähren	ernähren	443	3	{"deu_news_2024_1M_words.txt":78,"deu_wikipedia_2021_1M_words.txt":196,"deu-de_web_2021_1M_words.txt":169}
7959	Fahrzeugs	fahrzeugs	443	3	{"deu_news_2024_1M_words.txt":183,"deu_wikipedia_2021_1M_words.txt":127,"deu-de_web_2021_1M_words.txt":133}
7960	Fakultäten	fakultäten	443	3	{"deu_news_2024_1M_words.txt":12,"deu_wikipedia_2021_1M_words.txt":96,"deu-de_web_2021_1M_words.txt":335}
7961	geachtet	geachtet	443	3	{"deu_news_2024_1M_words.txt":88,"deu_wikipedia_2021_1M_words.txt":123,"deu-de_web_2021_1M_words.txt":232}
7962	gelb	gelb	443	3	{"deu_news_2024_1M_words.txt":51,"deu_wikipedia_2021_1M_words.txt":326,"deu-de_web_2021_1M_words.txt":66}
7963	geschlossene	geschlossene	443	3	{"deu_news_2024_1M_words.txt":107,"deu_wikipedia_2021_1M_words.txt":215,"deu-de_web_2021_1M_words.txt":121}
7964	Golf	golf	443	3	{"deu_news_2024_1M_words.txt":230,"deu_wikipedia_2021_1M_words.txt":136,"deu-de_web_2021_1M_words.txt":77}
7965	Halbinsel	halbinsel	443	3	{"deu_news_2024_1M_words.txt":150,"deu_wikipedia_2021_1M_words.txt":253,"deu-de_web_2021_1M_words.txt":40}
7966	Kinderbetreuung	kinderbetreuung	443	3	{"deu_news_2024_1M_words.txt":186,"deu_wikipedia_2021_1M_words.txt":25,"deu-de_web_2021_1M_words.txt":232}
7967	Mitwirkung	mitwirkung	443	3	{"deu_news_2024_1M_words.txt":52,"deu_wikipedia_2021_1M_words.txt":124,"deu-de_web_2021_1M_words.txt":267}
7968	reguläre	reguläre	443	3	{"deu_news_2024_1M_words.txt":107,"deu_wikipedia_2021_1M_words.txt":195,"deu-de_web_2021_1M_words.txt":141}
7969	Reserve	reserve	443	3	{"deu_news_2024_1M_words.txt":169,"deu_wikipedia_2021_1M_words.txt":241,"deu-de_web_2021_1M_words.txt":33}
7970	Römer	römer	443	3	{"deu_news_2024_1M_words.txt":99,"deu_wikipedia_2021_1M_words.txt":252,"deu-de_web_2021_1M_words.txt":92}
7971	Senior	senior	443	3	{"deu_news_2024_1M_words.txt":169,"deu_wikipedia_2021_1M_words.txt":121,"deu-de_web_2021_1M_words.txt":153}
7972	theoretische	theoretische	443	3	{"deu_news_2024_1M_words.txt":53,"deu_wikipedia_2021_1M_words.txt":135,"deu-de_web_2021_1M_words.txt":255}
7973	Tötung	tötung	443	3	{"deu_news_2024_1M_words.txt":310,"deu_wikipedia_2021_1M_words.txt":98,"deu-de_web_2021_1M_words.txt":35}
7974	Verbündeten	verbündeten	443	3	{"deu_news_2024_1M_words.txt":290,"deu_wikipedia_2021_1M_words.txt":132,"deu-de_web_2021_1M_words.txt":21}
7975	vergeblich	vergeblich	443	3	{"deu_news_2024_1M_words.txt":193,"deu_wikipedia_2021_1M_words.txt":212,"deu-de_web_2021_1M_words.txt":38}
7976	You	you	443	3	{"deu_news_2024_1M_words.txt":115,"deu_wikipedia_2021_1M_words.txt":282,"deu-de_web_2021_1M_words.txt":46}
7977	Zuschüsse	zuschüsse	443	3	{"deu_news_2024_1M_words.txt":118,"deu_wikipedia_2021_1M_words.txt":58,"deu-de_web_2021_1M_words.txt":267}
7978	Kickl	kickl	443	2	{"deu_news_2024_1M_words.txt":442,"deu_wikipedia_2021_1M_words.txt":1}
7979	Akku	akku	442	3	{"deu_news_2024_1M_words.txt":253,"deu_wikipedia_2021_1M_words.txt":27,"deu-de_web_2021_1M_words.txt":162}
7980	Ausschluss	ausschluss	442	3	{"deu_news_2024_1M_words.txt":134,"deu_wikipedia_2021_1M_words.txt":150,"deu-de_web_2021_1M_words.txt":158}
7981	Beirat	beirat	442	3	{"deu_news_2024_1M_words.txt":67,"deu_wikipedia_2021_1M_words.txt":111,"deu-de_web_2021_1M_words.txt":264}
7982	benennen	benennen	442	3	{"deu_news_2024_1M_words.txt":134,"deu_wikipedia_2021_1M_words.txt":82,"deu-de_web_2021_1M_words.txt":226}
7983	Bonner	bonner	442	3	{"deu_news_2024_1M_words.txt":220,"deu_wikipedia_2021_1M_words.txt":116,"deu-de_web_2021_1M_words.txt":106}
7984	erbringen	erbringen	442	3	{"deu_news_2024_1M_words.txt":52,"deu_wikipedia_2021_1M_words.txt":70,"deu-de_web_2021_1M_words.txt":320}
7985	Festnahme	festnahme	442	3	{"deu_news_2024_1M_words.txt":332,"deu_wikipedia_2021_1M_words.txt":85,"deu-de_web_2021_1M_words.txt":25}
7986	Forschungseinrichtungen	forschungseinrichtungen	442	3	{"deu_news_2024_1M_words.txt":29,"deu_wikipedia_2021_1M_words.txt":54,"deu-de_web_2021_1M_words.txt":359}
7987	Geplant	geplant	442	3	{"deu_news_2024_1M_words.txt":246,"deu_wikipedia_2021_1M_words.txt":90,"deu-de_web_2021_1M_words.txt":106}
7988	Karin	karin	442	3	{"deu_news_2024_1M_words.txt":232,"deu_wikipedia_2021_1M_words.txt":103,"deu-de_web_2021_1M_words.txt":107}
7989	königlichen	königlichen	442	3	{"deu_news_2024_1M_words.txt":83,"deu_wikipedia_2021_1M_words.txt":332,"deu-de_web_2021_1M_words.txt":27}
7990	nebeneinander	nebeneinander	442	3	{"deu_news_2024_1M_words.txt":79,"deu_wikipedia_2021_1M_words.txt":243,"deu-de_web_2021_1M_words.txt":120}
7991	ÖPNV	öpnv	442	3	{"deu_news_2024_1M_words.txt":181,"deu_wikipedia_2021_1M_words.txt":26,"deu-de_web_2021_1M_words.txt":235}
7992	Reformation	reformation	442	3	{"deu_news_2024_1M_words.txt":21,"deu_wikipedia_2021_1M_words.txt":315,"deu-de_web_2021_1M_words.txt":106}
7993	Schacht	schacht	442	3	{"deu_news_2024_1M_words.txt":58,"deu_wikipedia_2021_1M_words.txt":361,"deu-de_web_2021_1M_words.txt":23}
7994	Scheitern	scheitern	442	3	{"deu_news_2024_1M_words.txt":212,"deu_wikipedia_2021_1M_words.txt":147,"deu-de_web_2021_1M_words.txt":83}
7995	Budapest	budapest	441	3	{"deu_news_2024_1M_words.txt":199,"deu_wikipedia_2021_1M_words.txt":199,"deu-de_web_2021_1M_words.txt":43}
7996	Fristen	fristen	441	3	{"deu_news_2024_1M_words.txt":62,"deu_wikipedia_2021_1M_words.txt":28,"deu-de_web_2021_1M_words.txt":351}
7997	Neuwahlen	neuwahlen	441	3	{"deu_news_2024_1M_words.txt":345,"deu_wikipedia_2021_1M_words.txt":79,"deu-de_web_2021_1M_words.txt":17}
7998	Offiziere	offiziere	441	3	{"deu_news_2024_1M_words.txt":56,"deu_wikipedia_2021_1M_words.txt":364,"deu-de_web_2021_1M_words.txt":21}
7999	Pauli	pauli	441	3	{"deu_news_2024_1M_words.txt":314,"deu_wikipedia_2021_1M_words.txt":81,"deu-de_web_2021_1M_words.txt":46}
8000	Profi	profi	441	3	{"deu_news_2024_1M_words.txt":249,"deu_wikipedia_2021_1M_words.txt":91,"deu-de_web_2021_1M_words.txt":101}
8001	Richtige	richtige	441	3	{"deu_news_2024_1M_words.txt":125,"deu_wikipedia_2021_1M_words.txt":27,"deu-de_web_2021_1M_words.txt":289}
8002	Trikot	trikot	441	3	{"deu_news_2024_1M_words.txt":315,"deu_wikipedia_2021_1M_words.txt":91,"deu-de_web_2021_1M_words.txt":35}
8003	vernichtet	vernichtet	441	3	{"deu_news_2024_1M_words.txt":90,"deu_wikipedia_2021_1M_words.txt":244,"deu-de_web_2021_1M_words.txt":107}
8004	Völker	völker	441	3	{"deu_news_2024_1M_words.txt":97,"deu_wikipedia_2021_1M_words.txt":279,"deu-de_web_2021_1M_words.txt":65}
8005	vollendet	vollendet	441	3	{"deu_news_2024_1M_words.txt":48,"deu_wikipedia_2021_1M_words.txt":248,"deu-de_web_2021_1M_words.txt":145}
8006	Wiederherstellung	wiederherstellung	441	3	{"deu_news_2024_1M_words.txt":86,"deu_wikipedia_2021_1M_words.txt":215,"deu-de_web_2021_1M_words.txt":140}
8007	Zusammenleben	zusammenleben	441	3	{"deu_news_2024_1M_words.txt":89,"deu_wikipedia_2021_1M_words.txt":72,"deu-de_web_2021_1M_words.txt":280}
8008	Ältere	ältere	440	3	{"deu_news_2024_1M_words.txt":116,"deu_wikipedia_2021_1M_words.txt":122,"deu-de_web_2021_1M_words.txt":202}
8009	deckt	deckt	440	3	{"deu_news_2024_1M_words.txt":131,"deu_wikipedia_2021_1M_words.txt":109,"deu-de_web_2021_1M_words.txt":200}
8010	Einnahme	einnahme	440	3	{"deu_news_2024_1M_words.txt":95,"deu_wikipedia_2021_1M_words.txt":144,"deu-de_web_2021_1M_words.txt":201}
8011	Kretschmer	kretschmer	440	3	{"deu_news_2024_1M_words.txt":216,"deu_wikipedia_2021_1M_words.txt":16,"deu-de_web_2021_1M_words.txt":208}
8012	Kroatien	kroatien	440	3	{"deu_news_2024_1M_words.txt":238,"deu_wikipedia_2021_1M_words.txt":135,"deu-de_web_2021_1M_words.txt":67}
8013	Leitfaden	leitfaden	440	3	{"deu_news_2024_1M_words.txt":39,"deu_wikipedia_2021_1M_words.txt":44,"deu-de_web_2021_1M_words.txt":357}
8014	mündet	mündet	440	3	{"deu_news_2024_1M_words.txt":30,"deu_wikipedia_2021_1M_words.txt":348,"deu-de_web_2021_1M_words.txt":62}
8015	Privatpersonen	privatpersonen	440	3	{"deu_news_2024_1M_words.txt":106,"deu_wikipedia_2021_1M_words.txt":99,"deu-de_web_2021_1M_words.txt":235}
8016	spielerisch	spielerisch	440	3	{"deu_news_2024_1M_words.txt":128,"deu_wikipedia_2021_1M_words.txt":27,"deu-de_web_2021_1M_words.txt":285}
8017	Unterbrechung	unterbrechung	440	3	{"deu_news_2024_1M_words.txt":117,"deu_wikipedia_2021_1M_words.txt":199,"deu-de_web_2021_1M_words.txt":124}
8018	verschickt	verschickt	440	3	{"deu_news_2024_1M_words.txt":161,"deu_wikipedia_2021_1M_words.txt":63,"deu-de_web_2021_1M_words.txt":216}
8019	bewirken	bewirken	439	3	{"deu_news_2024_1M_words.txt":124,"deu_wikipedia_2021_1M_words.txt":108,"deu-de_web_2021_1M_words.txt":207}
8020	Einzel	einzel	439	3	{"deu_news_2024_1M_words.txt":96,"deu_wikipedia_2021_1M_words.txt":326,"deu-de_web_2021_1M_words.txt":17}
8021	Enttäuschung	enttäuschung	439	3	{"deu_news_2024_1M_words.txt":290,"deu_wikipedia_2021_1M_words.txt":97,"deu-de_web_2021_1M_words.txt":52}
8022	Heim	heim	439	3	{"deu_news_2024_1M_words.txt":118,"deu_wikipedia_2021_1M_words.txt":167,"deu-de_web_2021_1M_words.txt":154}
8023	ISO	iso	439	3	{"deu_news_2024_1M_words.txt":9,"deu_wikipedia_2021_1M_words.txt":80,"deu-de_web_2021_1M_words.txt":350}
8024	kämpfte	kämpfte	439	3	{"deu_news_2024_1M_words.txt":169,"deu_wikipedia_2021_1M_words.txt":241,"deu-de_web_2021_1M_words.txt":29}
8025	Kieler	kieler	439	3	{"deu_news_2024_1M_words.txt":272,"deu_wikipedia_2021_1M_words.txt":104,"deu-de_web_2021_1M_words.txt":63}
8026	lauter	lauter	439	3	{"deu_news_2024_1M_words.txt":249,"deu_wikipedia_2021_1M_words.txt":73,"deu-de_web_2021_1M_words.txt":117}
8027	Merkmal	merkmal	439	3	{"deu_news_2024_1M_words.txt":52,"deu_wikipedia_2021_1M_words.txt":293,"deu-de_web_2021_1M_words.txt":94}
8028	Nehmen	nehmen	439	3	{"deu_news_2024_1M_words.txt":105,"deu_wikipedia_2021_1M_words.txt":17,"deu-de_web_2021_1M_words.txt":317}
8029	Schulz	schulz	439	3	{"deu_news_2024_1M_words.txt":171,"deu_wikipedia_2021_1M_words.txt":156,"deu-de_web_2021_1M_words.txt":112}
8030	überlebt	überlebt	439	3	{"deu_news_2024_1M_words.txt":153,"deu_wikipedia_2021_1M_words.txt":215,"deu-de_web_2021_1M_words.txt":71}
8031	verschwindet	verschwindet	439	3	{"deu_news_2024_1M_words.txt":143,"deu_wikipedia_2021_1M_words.txt":206,"deu-de_web_2021_1M_words.txt":90}
8032	drückt	drückt	438	3	{"deu_news_2024_1M_words.txt":172,"deu_wikipedia_2021_1M_words.txt":145,"deu-de_web_2021_1M_words.txt":121}
8033	Felsen	felsen	438	3	{"deu_news_2024_1M_words.txt":69,"deu_wikipedia_2021_1M_words.txt":338,"deu-de_web_2021_1M_words.txt":31}
8034	Gutschein	gutschein	438	3	{"deu_news_2024_1M_words.txt":37,"deu_wikipedia_2021_1M_words.txt":7,"deu-de_web_2021_1M_words.txt":394}
8035	hessischen	hessischen	438	3	{"deu_news_2024_1M_words.txt":194,"deu_wikipedia_2021_1M_words.txt":120,"deu-de_web_2021_1M_words.txt":124}
8036	installieren	installieren	438	3	{"deu_news_2024_1M_words.txt":152,"deu_wikipedia_2021_1M_words.txt":40,"deu-de_web_2021_1M_words.txt":246}
8037	Lücken	lücken	438	3	{"deu_news_2024_1M_words.txt":189,"deu_wikipedia_2021_1M_words.txt":110,"deu-de_web_2021_1M_words.txt":139}
8038	Mehrwert	mehrwert	438	3	{"deu_news_2024_1M_words.txt":123,"deu_wikipedia_2021_1M_words.txt":23,"deu-de_web_2021_1M_words.txt":292}
8039	Messen	messen	438	3	{"deu_news_2024_1M_words.txt":78,"deu_wikipedia_2021_1M_words.txt":109,"deu-de_web_2021_1M_words.txt":251}
8040	nebenbei	nebenbei	438	3	{"deu_news_2024_1M_words.txt":141,"deu_wikipedia_2021_1M_words.txt":94,"deu-de_web_2021_1M_words.txt":203}
8041	problematisch	problematisch	438	3	{"deu_news_2024_1M_words.txt":172,"deu_wikipedia_2021_1M_words.txt":150,"deu-de_web_2021_1M_words.txt":116}
8042	türkische	türkische	438	3	{"deu_news_2024_1M_words.txt":233,"deu_wikipedia_2021_1M_words.txt":170,"deu-de_web_2021_1M_words.txt":35}
8043	überwachen	überwachen	438	3	{"deu_news_2024_1M_words.txt":130,"deu_wikipedia_2021_1M_words.txt":107,"deu-de_web_2021_1M_words.txt":201}
8044	Adler	adler	437	3	{"deu_news_2024_1M_words.txt":156,"deu_wikipedia_2021_1M_words.txt":236,"deu-de_web_2021_1M_words.txt":45}
8045	angestellt	angestellt	437	3	{"deu_news_2024_1M_words.txt":111,"deu_wikipedia_2021_1M_words.txt":224,"deu-de_web_2021_1M_words.txt":102}
8046	Beratungsstelle	beratungsstelle	437	3	{"deu_news_2024_1M_words.txt":61,"deu_wikipedia_2021_1M_words.txt":16,"deu-de_web_2021_1M_words.txt":360}
8047	Betriebssystem	betriebssystem	437	3	{"deu_news_2024_1M_words.txt":107,"deu_wikipedia_2021_1M_words.txt":85,"deu-de_web_2021_1M_words.txt":245}
8048	biologischen	biologischen	437	3	{"deu_news_2024_1M_words.txt":54,"deu_wikipedia_2021_1M_words.txt":93,"deu-de_web_2021_1M_words.txt":290}
